sentence1,sentence2,label
什么时候可以开放贷款,什么时候可以借款呢？,1
有图标，但是无法查看信用额度,看不到额度，啥回事,1
何时能借钱,为什么还款了可借额度没有恢复,0
为什么我关注微粒贷几个月了还不能给我名额,下月还多少,0
刚刚申请了请问何时能收到贷,今天扣款没,0
手续费,优质用户的贷款利率会适当调整低点吗,0
人工电话,逾期还款是也是扣款吗,0
借10000每天利息50吗？,借1万元一天要多少利息,1
刚才开通的，现在想销户，怎么办理？,如何注销账号,1
要怎样才满足银行审批要求,怎么审批,1
可以提前还款吗,加分啦！真棒？什么意思,0
我想撤销借款,以经借了五千还不用啊,0
为何总提示身份信息输入错误次数太多？,为什么我收不到信息,0
客服电话是什么,咨询电话,1
更换手机号怎么办？,更改了银行电话号码,1
可以给我开通微粒贷 我可以申请微粒贷,借款 我申请,1
身份验证后多久到账,赶紧开通哇么,0
取消微贷,审核中贷款如何取消,1
我卡里有钱，但我点击还清，说我还款失败，,还贷失败,1
次数过多错误不能借钱怎么办,身份信息填写错误不能借款,1
今天存款怎么还没扣款呢,不是说凌晨扣款吗，怎么没扣？,1
查账,怎么知道是不是用于日常消费呢,0
如何调升额度,请问如何堤升额度,1
开户了然后怎么激活微粒贷,激活,0
咋样开启,借款 我想开通,0
为什么我的贷款不成功？,为什么借不出,1
怎么更改电话,预留手机号码不正确,1
乍样取消，借款申请,我不小心点了借款，怎么取消借款,1
我怎么没微粒,微粒贷哪里进去,1
为什么验证码总发在以前的手机号码上,为什么现在还是往我以前的手机号上面发验证码，我已经把银行手机号已经更改过了,1
错过了电话怎么办,错过电话会有影响吗,0
几天内还款不要利息,什么时间内还进去不产生利息,1
一笔所有还款还清才恢复额度是不是,不能及时还款，后果,0
“菜单”,可以做什么用处,0
如何变换银行卡还款,还款银行卡怎么变更？,1
为什么无法看额度,微粒贷开通失败得原因,0
如果到期没有还，可以先还利息吗,你好！逾期罚息金额是按总借款计算还是按本期应还金额计算？,0
为什么qq有图标  一直没有资格,1.看不到微粒贷图标,0
1何时邀请我使用微粒贷,微粒贷什么时候能发放到我呢,1
七日免息，我只借七日就什么费用全免吗？,今天提示7天免息,0
几时申请到,17点在次失败怎么办,0
如何更换还款银行,怎么取消改改还款银行卡?,1
还款后为什么不能再借,全部还款成功后能否在借款,0
什么时候到到款,21号借的钱为什么只到账300,0
你好我想咨询一下逾期问题,你好  推迟2天还款会影响信用记录吗？,0
你好，我想问一下还贷的时候可以到最后一个月全部还清么？,我的支付密码忘了我现在想提前还款暂时支付不了我还有什么办法马上还款,0
一般申请借款后多长时间银行电话确认,但过了十个小时了还没来电话,1
能否取消借款？,以经借了五千还不用啊,0
为什么总显示非法信息然后借款失败？,我本来可借55000但今天怎会借款不成功,0
请问 转账提示说对方银行处理失败 是怎么回事,出错怎么解决,0
又一年了，怎么还是没有微粒贷,可以给我资格么？,1
贷还,我想代贷,1
卸载还是登不上,今天登录不上,1
目前我可以借的额度可以高一点可行？,能贷多少,0
不能开户怎么办,不能开户,1
菜单.,哪一个投资比较好,0
什么时候我能使用微信贷,借完后什么时候可以在借,0
里面没有定期存款,定期存款银行保护协议,0
两天为什么还没有接到确认电话,一般等待确认时间是多久,0
我有一笔借款 昨天晚上借的 电话打来的时候我没接到 怎么就一直没电话确认了,我申请借款好几天了怎么银行还没有给我打电话确认？，,1
借款失败 电话忽律,为什么借不出,1
2微众银行app,今天更新了微众银行app怎么进入就退出来了,0
0910了，能换卡吗？,修改收款账户,0
是腾讯旗下的银行吗？,是“腾讯牵头发起设立的银行”吗？,1
借款不得用于哪里？,不能炒股,0
多笔借贷利息计算,多笔货款的利息计算,1
微信需要什么条件才可以借,你说的这些我都知道。我就是想问问。为何我今天不能借款了,0
更改了电话号码,我想更改一下手机号码怎么弄,1
我现在提前还清借款是否还能借款,微粒贷提前还清还可以再次申请借款吗,1
怎么不给我通过呢,哪里可以看到自己有没有额度,0
你好！因提现没到帐，逾期一天对我的信用度有影响吗？,你好，因为公司财务问题，我的工资会晚几天到账，最多不超过还款日的后五天，可以五天后还吗？会上征信吗？该补给的钱都会给,1
电话确认一般申请后多久给打？,中午申请了借款，为何还没收到确认电话，,0
验证码发送的手机号不对怎么办,银行预留手机号已经改，为何你们验证码还发到旧手机,1
我现在借了1000，能不能再借的？,我的贷款还有一期就还完了，还可以接着再贷吗,1
为什么审请微粒贷，老是不通过？,一般系统评估多久能更新,0
如何改变还款日期,可以更改还款日期ma,1
为什么我还了款就贷不出来了,您好！提前还清借款的当日，恢复了借款额度，为什么借款不成功？,1
还款日几号,查询还款日,1
如何開通,如何开通微粒代,1
30分钟未接到电话,不好意思，刚一不小心挂断了电话，麻烦你们再打过来~,0
客服,申请需要满足什么条件才能放款？,0
为什么刚才显示通过评估，现在怎么显示未通过,为什么喔不通过,1
你好我可以贷款吗,1000元用半个月多少钱,0
为什么有额度确借不了,2000额度为什么无法借款,1
11月9日的还款，扣了没？咋没收到信息呢？,4千不要,0
一个月利息多少啊 为什么要扣173块多,1500的利息是多少,1
我可以贷款吗？,我想贷款,1
为什么借款两次均显示未通过。是否还可以进行,为什么发给我可以借钱了，可是没通过,1
我怎么会未满足审批要求,你未满足微信银行审批要求,1
那如果我今天借的话 什么时候还啊,最后还款日,0
我要降低我的额度,可以把额度降低嘛,0
怎么要求降低额度？,微粒贷长时间没用会被降低额度吗,0
代款,成为微粒贷客户有什么条件？,0
我能不能推迟几天还款呢,延期一天吧。我微信取款每到银行卡,1
能不能取消贷款申请,可不可以取消电话确认,1
银联支付,请问提现收费吗,0
是不是微信和qq微粒贷只能有一个,qq里的微粒贷和微信是这样的吗,1
手机掉了,银行卡绑定手机号更改了！为什么还是原来的手机号,0
涨额度,额度不够用,0
一次性还清贷款是否可以?,这个是你们客服电话吗,0
我有一笔借款 昨天晚上借的 电话打来的时候我没接到 怎么就一直没电话确认了,昨天晚上电话没接到，我自己能不能和你们电话确认,1
还款后，为什么不能再次借款了？,您好，我还完款，再次借款时为什么说我不能满足借款要求？,1
为什么未通过,为啥第2次借不出来,0
一次性还款以后还可以借贷吗,一次还清，多久能再贷款,0
1000元是不是每天利息5元,微粒贷利息,1
还款日期固定吗,还款日那天什么时候都可以还吗,0
我想成为微粒贷客户,申请微粒贷 试用微粒贷 开通微粒贷,1
如何重新绑定新卡,不绑定银行卡能借贷嘛,0
提前还清借款额度会马上恢复吗？,我想提前还款为什么不行,0
为什么我一直没有额度？ 客服,为什么我没有额度可以用呢,1
17点扣款后会收滞纳金吗,微粒贷罚金,0
主菜单,回主菜单,1
什么时候还款,1000分十个月还，每个月还多少,0
逾期三天要可以吗？,逾期一天还款有影响吗,1
你们前台电话多少啦,你电话多少,1
QQ的微粒贷 怎么借款总失败,为什么我刚还完钱在借就借不出来了,0
5点怎么没有扣款，,怎么扣款失败,0
一直重复要我发短信验证和输入密码,为什么我输入支付密码的时候短信验证不发来,0
为什么我现在钱借不出来,为什么我显示有3万额度，但申请借款失败,0
刚吃晚饭，电话没接到,没接到电话.怎么办,1
微众银行APP进不去,你好！我的微众银行app更新完，怎么登录不上去了呢？,0
微粒贷入口永久消失,微信号换了微粒贷就没有了？,1
为什么我的借款失败,为满足银行审批要求是什么意思？,1
为什么审核失败后，再次申请。就没有电话审核打进来了,第一次接到审核电话没有通过，再次申请借款直接说审核失败根本不打电话了为什么？,1
你们的借款可以提现吗,钱可以取现吗,1
你好，我的光大卡上余额4100够扣啊，为啥失败嘞？,不是说的15分钟内吗,0
把微粒贷帮我关掉,麻烦把我的微米关了,1
一直可以借款的 怎么突然就综合评估未通过了？,不通过会通知吗,0
如果现在借款，十五分钟后未到帐，明天就不想借了，能取消吗,这个贷款业务能不能现在直接取消？？？,0
还款日的范围,今天是还款日，你们什么时候扣除呢,0
可以用其它银行卡吗,我没见银行卡！可以转到其他银行卡还款吗,1
我换卡了,换卡审核,0
你们扣款失败了。,为什么扣款失败,1
提示身份信息填写错误次数过多，无法继续借钱，但是没填写错误啊，之前也没借过，如何解决！,身份验证失败什么情况,0
为什么总是让我输入密码验证身份,为什么我输入密码后出现可见额度后却退不出来,0
这个电话号码是你们银行不,是客服电话吗？,1
我的账号用一直登录不上，怎么回事啊？,无法登陆,1
怎么提前还款,提前还清,1
为什么我未审核,为什么会电话审核,0
/咒骂 好了没，邀请我了没？,怎么才能授到邀请,0
我一看微粒贷一下就消失了,我已经尝试过关机，开机后微粒贷图案还是不见了,1
你好，我忘记了，明天上午存上行吗？非常抱歉,以前邀请过，忘了点了,0
为什么我不能借钱,不能满足借款是什么意思呢,1
现在不能提升额度吗,提高额度,1
可以在次拨打电话吗,多少分钟才打电话过来认证？,0
17点是自动扣除？,为什么上个月扣款成功了，额度没有恢复呢,0
第二个月怎么计算还款金额,每个月的还款金额如何计算的,1
你好，有信用卡办理吗,你们银行可以办信用卡吗,1
查询我的额度,长额度,0
10号凌晨扣款，我的怎么没扣呢？,5点怎么没有扣款，,1
为什么降低额度了？,为什么我贷款的额度比以前还降了？,1
不能借钱为什么,为么不能贷款,1
微粒贷要怎么才能有额度,一人最多可借几笔？,0
为什么我借的款现在还没到账？？昨天有给我打电话要等银行那边确认，要等多久阿,什么时候对用户开通,0
如果晚三天还款，怎么收逾期,应还200，逾期一天怎么算罚息,1
1:何时会邀请我使用微粒贷2:没有微粒贷可以申请,微粒贷什么时候能发放到我呢,1
如何更换还款日期,如果到还款日期凌晨没钱扣款怎么办？,0
微信没有微粒贷功能,我没有微粒贷，能推送给我吗？/抓狂,1
苹果可以吗？,有无规定是苹果系统才可以贷,0
为什么我被降低额度了,怎么额度从16000降到5000了,1
总和评估未通过，无法查看额度,为什么借完款信用额度没有了,0
还款后，不能在借吗？,现在怎么不能提前还款了,0
如何关闭微粒货,我想取消微粒贷怎么取消？,1
你好，能免息吗,七天免息资格,0
借款后什么时候电话确认,借款后多久会接到电话确认电话？,1
我想问这个利息是怎么算的,我再确认一下，你们的利息计算方式,1
已经在财付通更改手机号码，验证码还是发到原来的手机,你好！我在银行保留的电话号码已更换，为何你们系统发验证码仍然发原来号码,1
一般什么时候打电话给我,一般打电话核实要多久,1
你现在可以打电话了,一般多少时间电话会打来,0
7号是不是自动扣款？,如何使用非绑定银行卡还款,0
叫你老板过来，,叫你老板出来说话,1
你好 我今天是还款日 忘了卡没钱，后来下午18点收到信息才转钱到该张存储卡，但到现在都还没扣款,今下午才看到还款信息，钱已存,1
3000 元逾期十天应收利息是多少？,如何查询剩余欠款,0
借款期限最低只能5个月吗,26000分20期每月还多少？,0
你好，我能不能从微信余额中直接还款,你好，我微信里面有钱了，，不可以微信里面扣吗？,1
把额度给我降到1万,现在就想降低额度,1
手机qq上有微粒贷，为什么微信上没有,QQ微粒贷 和微信的微粒贷有什么区别,1
怎么看不到额度,看不到额度,1
为啥评估不通过我都用好长时间了,为什么突然综合评分不通过不允许借款呢？,1
身份证也认证,为什么老显示身份证信息不对啊,0
总是扣不到款的,可能提前还款吗,0
没有扣款呢,为什么还没有扣款呢,1
如何開通,受邀qq,1
取消申请借款,我想取消借款额度,0
可以提前还款吗？利息怎么算？,如提前还款是否还支付利息,0
借钱用途,我的微信钱包，没有微粒贷款，一项功能,0
是不是我还了一笔钱之后立刻就可以在借出来,明天还。现在卡里没钱别扣了,0
官方网址。,起步贷多少,0
密码输错超过了次,哦为什么要输入支付密码,0
下月一起还吧！这月工资还没发。,不能按时还款。最早推迟几天？？,0
什么是不达要求,什么时间开放,0
我想问一下 我推迟了两天才还款 会影响信用嚒,算逾期不,0
您好 原来我有微粒贷现在不见了,微粒贷自动没有了,1
一直接不到电话；上午可能接打了几个电话,一般审批需要多长时间,0
微粒代怎么代,你好我想咨询一下，微粒贷如何可以借款，谢谢！,1
开通微粒号,开通了怎么不能借款,0
请问下，我额度为11000元，为什么申请了，说不未满足微众银行的申核,未达到审批要求是什么意思,1
七天免息卷能用嘛,7天免息的话就是我借10万在7天内还款一分费用也不用吗,0
一次性还清，还可以继续贷款吗？,我可以一次性还清吗,0
微粒袋可以注销吗,我要注销,1
怎么更改电话,我换了手机号码怎么处理,1
2万，分期吗？,你好  我的微粒贷逾期了  但是目前的确没有那么多钱还  还可以分期吗,0
您好，早上扣款钱不在招行卡，下午立刻转进来了，为什么还没有自动扣款,没有自动扣款还钱,1
信用借钱,借钱,1
真的  我财富消费也蛮多了为什么不给我,我把淘宝的全部消费都转到了腾讯,0
怎么改邦定的卡,如何解绑,0
“如何获取优惠券”,优惠券还有吗。,0
贷出的款可以取现吗？,比如我贷款10000元，能否将钱从银行提现,1
怎么没有,没有看到钱包有微粒贷,1
一直在等待电话通知,一直是电话等待,1
我都没有接到电话,怎么这么久还没接到电话确认？,1
怎样才是身份认证,qq号码   手机  先生   帮我开通微粒贷  谢谢！,0
安卓版没有？,手机没有此功能,0
申请,借款条件,0
查帐,经常QQ消费,0
改分期,更改分期,1
可以发我的那个帐单来吗？,或者账单,1
怎么都收不到短信为什么,3分钟到了，没有借款是否成功提示,0
刚没有接听电话什么时候再打昵,打电话确认要多长时间,1
怎么查信用额度,微粒贷有额度，放不了,0
你什么时候才能放贷,什么时候可以再次借款,0
有每月还款明细清单吗？,月消费3万,0
个人信用状况如何评估,为什么我额度，但就是借款失败？,0
今天还款日，明天还可以吗,今天还款日，明天还对我信誉有影响吗,0
提示说身份输入错误过多，不能借款,身份信息错误过多不能借款,1
你好我今天刚贷的  下个月多少号还,今天中午借的钱，什么时候还钱,1
今天是还款曰,怎么还不打,0
什么时候可以正式开始贷款,什么时候可以再借款呢,0
提交借款后多久有电话来,点击借款后，多久能接到电话,1
在个人资料中没有微粒贷吗,借款为什么没有电话,0
何时能要请到我,为何不给开通,0
我想问下我这期还款扣了吗,提前还款。就清数了吗,0
我想拉团队加入，有什么优惠政策吗？,优惠,1
进入银行卡没有借款的提示。,提示未达到综合,0
錢還沒到帳,赶紧开,0
为什么都是综合评估为通过,为啥评估不了,0
可以把额度降低嘛,能不能申请降低额度,1
之前有借过款，为啥会综合评估未通过,什么叫综合评估未通过？,0
可否提前还款,分期之后可以提前还清欠款吗,1
未看到申请成功，可以取消借款吗？,取消借款怎么操作,1
请问我的帐号怎么这个月自动还款失败？,29日有一笔为什么没自动扣款,1
为什么我还完钱以后就不能借钱了呢？,为什么提前还款后不能再借,1
QQ上可以使用微粒贷，微信上确上我没有？咋回事,2，为啥没有微粒贷,0
微利贷借款用途,未能还本金怎么收违约金？,0
一万元一日利息多少,36000的款一个月息是多少？,0
您好 微众银行app还是登陆后就显示出错,怎样下载微众银行APP,0
是谁⊙_⊙,你是什么,1
怎么利息,咱这个利息多高啊,1
可以支持哪些银行,邮政银行,0
绑卡,受邀客户没有绑定银行卡,0
我把身份证后四位输错了，没有方法补救吗,我把身份证那一栏看错了，以为是填写身份证全部，其实是写后四位，所以写错了，上面显示身份显示错误，无法借款，怎么办,1
我想关闭这个功能,我要关闭,1
我我用招商银行卡可以吗,微粒贷要绑定那家银行,0
下次打电话什么时间,什么时候打了电话,1
你们打电话来我没听到，请在打一遍来,审核未通过怎么办,0
为什么不能微信零钱还款呢,下个月我一共要还多少钱。,0
收验证码的电话号码怎么更改，以前那个号码已经不用了,手机号码换了,1
为什么贵司没与我联系呢,你们都没打电话审核怎么说我电话未接听？,1
为何收不到验证码,为什么按正常程度验证码不发送到手机,1
为什么不给我开放,We支付咋开通？,0
工商银行借钱,广发,1
为什么我QQ钱包没有这项微粒贷功能,1为什么没有微粒贷,1
为什么我的借款未通过,为什么我没通过,1
1万元五天一次还款利息多少？,2000十天还款多少利息,1
软件支持什么银行,有哪些银行开通了微粒贷,1
之前存的定期，昨天到期，上面写着今天到账，不是应该今天凌晨就要到账了吗？怎么现在还没到账？,0 你好，我刚才7:22分从活期转出6100，现在仍然没有到账，不是实时吗？,1
大约要过多长时间呀,下一批受机邀请是什么时候？,0
为什么我手机没这功能？,不好意思，刚有事，没带手机。,0
何时会邀我开通,怎么取得,0
忘了几号还款,今天几点还款,0
一笔额度全部还清可以在借吗？,不能只提前还清下个月的贷款吗,0
我没有接到确认电话,电话验证输错过多怎么办,0
今天是还款日。为什么还没扣款,提前还款了什么时候能再次借,0
不用借了,你好！不好意思，请取消借款吧。,1
月息是多少,月息多少一个月,1
现在不能换卡，我要手动怎么还款,请问怎么现在不能还款呢？,1
如何抢购iPhone7,我要买iPhone 7,1
已下载有,微信微米粒怎么下载吧,0
还款日期能改吗,还款日期可否推迟五天,1
为什么我还没接到审核电话,什么时候审核电话能打来,0
为啥借贷失败？,借款没成功？,1
身份证号码输错了 ，怎么解决,怎么老是显示身份证输入错误啊,1
我提前还款了也需要,我提前还款了为什么显示的是未还,0
以前都借了就还，今天借款说综合信用评估没通过,你好，我一直按时还款，可贷余额还有1500元，为何借款时显示“未通过综合审核”?,1
什么要求,借款没有,0
没有信息界面吗,进不去微粒袋,0
今天还款失败是因为呢,17点前还款失败,1
为什么不能提前单笔还款？？,不能提前还款吗,1
为什么我的没有微粒贷的？ 可以申请微粒贷的吗？,为什么我弟弟的手机微信里面没有微粒贷？,1
提现,你好！请问我借的钱是可以直接提取现金的吗,1
你好。借款已经全部还清了。系统能有个还款证明么？,开结清证明,1
绑定手机号怎么更改,手机掉了,1
帐户上有钱还不了？？？？,它显示还款卡不正常，但卡里有钱，也够，就是还不了,1
没有，我就是想取消借款,借款没申请成功可以取消吗,1
我想用其他卡还钱,卡注销了，怎么用其他卡还,1
開不了 懂嗎,我是受邀客户为什么开通不了？,0
借款可用于还朋友钱吗,借款可用于买房吗,0
不能收到验证码呢？,借款，无法获取验证码,1
为什么它没有自动扣款，我卡里有钱,余额够为什么扣款不成功,0
已还款，怎么还不能借。,今天不好还款吗,0
身份号报错,授权身份验证,0
人行征信必須要开,人行征信不符合,1
怎么更改还款卡,如何更改还款很行卡,1
现在打电话给总客服号码多少,你们客服电话号码是多少？,1
什么时候会开通啊,何时开通,1
我的账户什么时候扣款呢？,你们什么时候扣款,1
微粒贷怎么开通,有合适的小额贷款推荐给我吗？,0
电话是多少,你现在可以在打电话给我了,0
如何能降低微粒贷的额度？,信用贷款额度能降低吗,0
就是每个月20号借款所算的利息最低,还款利率不是万分之五吗？怎么我的2000十个月要还193的利息啊,0
iphone手机可以用微粒贷,iphone  还没开放这个吗,1
15号发工资，还款可以吗,12小时了确认电话还没打给我,0
微众银行转出有限额吗？,微众多少可以赎回短期理财,0
能不能推迟一天,请问，还款日到了，可以往后推迟几天吗？,1
怎样取消这个借款,怎样取消提交的借款,1
何时会邀请我使用微粒贷没有微粒贷可以申请吗,怎么成为微粒贷的邀请客户,0
还款日下午才还可以吗,还款什么时候可以在贷,0
我的微众怎么不能登陆了,无法登陆,1
3# 没解决问题就消失了,我该怎么选择单笔或者多笔还款，而不是一次就还完，没那么多钱/难过,0
今天把逾期款缴纳进去，对我以后的信用有影响吗？,逾期会影响信用吗,1
没有寄账单这么一回事吧,看业务账单,0
还款完后还可以借吗,请问我上次申请关闭了现在能开通吗？,0
提前还款能不能提高额度,这个是怎么贷的,0
不想借款取消申请,帮我取消掉刚才的借款,1
17点已经过了、还没有扣款,再次扣款还不成功,0
QQ上的微粒贷和微信上的是不是共享？微信借完了，QQ就不能了？,qq出了微粒贷微信为啥还没有,1
从那进入借货,可惜我没有,0
可以把钱提现吗,能提现吗,1
开通不了微粒貸,开通不到,1
取消我的资格吧,取消操作,1
今天借钱，明天就可以到账吗？确定,但我未收到钱,0
微粒贷什么时候开放,国庆放款,0
能延期三天吗,如果迟了一天会算逾期吗？,0
是不是要绑定银行卡,是不是必须微信要绑定卡,1
审批时间,我的审批时间,1
为什么不满足审批,上面写的，我未满足微银审核要求，是为什么呢,1
受邀请人资格,何时会公测,0
哪有菜单,回主菜单,1
可以取出来吗,请问可以取现吗,1
为什么评估不了成功,为何我综合评估未通过呢？,1
您好，请问一下如果我需要借钱的话是需要提供什么呢？,开通微粒需要什么资料？,1
进入不了微粒代,我可以看见微粒袋，进去显示无法借钱,0
重新下载也登陆不了,"我已经重新下载App,安装以后，仍然无法登陆。",1
多久能知道审核是否通过,你好，审核需要多久？,1
如何注销帐户,刚才开通的，现在想销户，怎么办理？,1
借款多久能打电话给我,一般多长时间会打电话,1
为什么重重复复输验证码及支付密码,一直要输入密码和验证码是什么问题,1
为什么我手机没这功能？,为什么我的手机借不了,1
你们的服务电话是多少,你们客服热线是多少？,1
一般还款日是在那个时间段扣款,22号还款是最后一天吗,0
注销账户,怎么关闭这个,1
借款什么时候到账呐,微粒贷什么时候开始啊,0
为什么总是登陆失败啊,人脸识别怎么老失败啊,0
3天后还欠款,你好我预期两天货款有影响吗？手机坏了不知道,0
我开通资金理财，里面没有微粒贷功能,不能购买什么来着忘记了,0
2万一天的利息是多少我今天贷了明天可以还吗,利息率,0
微粒贷的日利率是固定的吗？,现在微粒贷的日利息是万分之3还是万分之5,1
提交后显示未满足审批要求,我的为什么不满足微众审批,1
请问还款成功，为什么又收到逾期通知？,早上8时提示还款成功，现在9时提示还款逾期，尽快还款，几个意思？,1
借款提前还清，可不可以继续申请？,我如果借了款之后现在提前还清后额度还会有吗？,0
10月还款通知短信,怎样一次还清贷款没有提示和电话,1
怎麼還沒到賬,什么时候能开通啊,0
为何我没借钱功能,几时开放微信贷,0
我现在怎么不能还款了,为何我多次借款都正常还款，现在有额度确不能使用?,0
什么时间开放,借钱在哪里,0
还款日17点才扣款成功，算逾期吗,逾期一天也会收罚款吗,0
为什么我是受邀客户，却不符合审批条件,为什么未完成银行审批,1
要多久打电话通知,申请后。多久会打电话确认的？,1
分期后提前还款的话，还没有还的部分的利息会收取嘛,借钱可以提前还款吗,0
开通了又不给额度,#反馈+怎么刚刚给我15000额度，没半小时就马上变为没额度了#,0
怎么办理微粒贷,怎么申请微粒贷？,1
请问怎么验证启用账户？,在app怎么开户,1
苹果可以吗？,苹果支持不,1
我的微信钱包里找不到借贷呀？,就是说微信钱包里面找不到你们说的借钱丫,1
一般要多久放款,为什么款还没到帐？,0
扣款失败怎么办？,怎么说微粒贷还没到账？,0
可以再打个电话过来确认吗？,可打电话,1
换手机试了也没用 你好,绑定手机号怎么更改,1
你好帮我开结清证明,如何开关户证明和贷款的结清证明,0
为什么可以借由为什么申请失败呢？,为什么我审核未通过？,1
如何能通过微众银行审批要求,为何审批没通过,1
为什么我钱包银行卡上没有借款功能,为什么我借款功能打开没有借款功能啊,0
借款借据,几号出帐单,0
支付验证码干什么用的？,校验码,1
怎么有时候登陆不上什么原因,登录不了怎么办？,1
.可以向你申请吗,、怎样才能审请呢,1
额度怎么涨,给我来个额度,0
我想问一下借款电话要等多久,我的确认电话还没来。这是为什么,1
为什么我开通不了,打开不了,0
微粒贷 直接打到银行卡里的吗？,你好、请问申请借款是直接到银行账户吗,1
在app怎么开户,怎么取消开户,0
可以再给我打电话,什么时间客服电话来,0
我怎么开通不了微粒贷,怎样才能获得开通微粒贷的资格,0
电话号码换为,你好，我借款的验证码发到我以前用的那个手机号码了，我该怎么设置呢,1
不是有免息优惠劵嘛,"7,如何获得优惠券",0
开通下,开通个屁啊,0
延期3天还款收取逾期利息是多少？,为什么按时还款没有提额,0
然后获得资格,请问成为微利贷的客户须要些什么条件,0
推迟一天还款,还款可以推迟多少天？,0
已关闭微粒货的重新启用,再次申请微粒贷未通过评审，多久才能正常使用,0
为什么我没有微米立,怎么才能有呢 我的钱包里没有微粒贷啊,0
为什么我没有贷款权,又没有名,1
取消绑定银行卡，怎么取消绑定,可以把钱提现吗,0
为什么我借钱失败,借钱怎么显示失败,1
已经全部还请贷款了，还是不可以借款,我提前还清了是立即回复额度可以在贷吗,1
3#没有解决任何问题,3#问题没有搞清楚,1
为什么我妹的微粒貸微信上没有？,如何成为受邀客户？,0
为什么没有微粒贷。我芝麻信用已经六百多了。,为什么有微粒贷但是没额度？,0
借款后多久能接到银行电话,借款后几天能来电,1
不开放吗,推荐开通,0
你好，可取现金出来吗？,一次取现几多？,0
为什么总是在审核,什么时候来电确认,0
逾期会影响信用吗,以逾期，月底资金到位，可推迟吗,0
信息,安全,0
你们公司大吗,你公司倒了吗,1
10000一个月是多少,免息借款是什么？就是没有利息只有手续费,0
怎么我找不到定期存款入口,请问定期存款从哪进去,1
怎么退出来,微粒贷能停用吗？,1
我想贷,现金贷,1
可改还款日吗,如何更换还款日期,1
请问客服电话？,是否可以打电话过去？,0
不知道啥时候能开通,一天没有接到审核号码,0
微粒贷微信和QQ是共享的吗,QQ上的微粒贷跟微信的微粒贷不能共同拥有吗,1
转出次数上限,购买定期有年龄限制？,0
查看不到额度,我看得见图标，但是看不见额度,1
可不可以加点额度，太少了,我的额度为何提不了了,1
无法借钱什么意思,取消我的贷款申请,0
多久打电话我,怎么还款,0
不满足客户要求,不能借款是什么问题？,1
不和你聊了，诈骗的,不和你聊了,1
1000一年多少钱,一周年不给额度,0
注销账户,你好，我不想借钱了，怎么才能撤销,0
开户失败,开户  失败,1
我微信上为什么没有微粒贷,开通  整么到钱包,0
为什么我的钱包点开，没显示微粒贷呀,为什么我没微粒带,1
为何审批没通过,审批不通过,1
为什么微众银行登陆出现网络错误,为什么我微信登陆一直失败,1
交易没到账,为什么红包没到账,0
我的额度怎么降低了？,减少额度可以吗,0
额度显示有36000，实际申请时显示身份证错误次数多，无法借款,好像不行，一直是身份证信息不对，是不是有问题？,0
手机QQ开放了吗,我没有申请，任何资料都没有提交，为什么说我不能借钱,0
但没接到你们的电话审核,电话刚刚未接到,1
开户怎么说我验证码失败,为啥邮政的开户不了？,0
可以一次性还款吗,你好，我想问一下如果提前还款用还全部利息吗,0
我要借款，但是搞来搞去身份证那边没看清填了好几次，最后说身份证输入次数过多，这个要怎么解决？,怎么老提示身份证输入次数过多,1
借款期限是多久,借款分期了还可以借不,0
提前还清,你好，为什么我听很多人说，如果提前还款，再贷的却贷不了，是什么原因呢？,0
开通微粒贷后是否会影响在银行审批贷款？,微粒贷分期是否影响银行按揭贷款,1
一直都没法查看额度,为什么微贷没有额度提升,0
不是激请的客人行,不是受邀客户，怎么,0
怎么换一张绑定的银行卡,为什么我银行卡绑定不鸟,0
未满足微众银行的审批,为满足微众银行审批要求,1
纸质合同,借款,0
你好我问一下借的钱是直接到银行卡上面吗？,你好，微粒贷可以借钱到银行卡取现吗,1
一般什么时间播打电话,一般会在多久来电呢,1
想买民生半年，但说年令限制不能买，看合同上是18一65岁，为什么微众银行要18一60岁,提现限额,0
我怎么未满足微众银行审批要求？,为什么我的说未满是微信公众银行审批要求,1
提前还清之后能否继续借款？,如提前还清的话还可以再借吗,1
如何关闭,还款提醒,0
主动还一期怎么还,你妹的，我的排队为什么掉了,0
多笔借款的利息是怎么算的？,我想知道多笔借款的利息计算,1
提前还款，后面的利息还是按正常算，还是计算至提前还款的那天？,这个是用几天算几天利息吗,0
为什么开通了微粒贷没有额度呢,为什么受邀没有额度,1
给我开通呀，,开通资格,0
自动扣款是什么时间,卡里已经有钱什么时候扣款,1
开通不了,姓名及身份证号补不上,0
电话更改了,电话变更了 没问题吧,1
每期帐单,只有9月1日帐单,1
我刚弄错了，我想取消借款，怎么弄,取消借款如何取消,1
你好，为什么我申请的时候，发到手机号码的验证信息是我曾用的手机号码，我的银行预留信息已经更换了，为何不发我新号码上来,你好，我的银行卡已经更换了绑定手机号码。但是我在微信借钱那申请的时候发的验证信息还是发到我以前绑定的号码上面，这是什么情况？,1
你好，我提前还款会不会影响额度,什么是加分了,0
借款期限什么意思？,几天还款,1
6s手机没有微粒贷？,你好 刚才没拿手机,0
借两万能分多少期还,一共要还几期,1
齐鲁稳固21天是不是基金？,齐鲁稳固怎么样介绍下,1
无法查看额度是什么原因？,请问为啥没有额度,0
为什么我不符合微粒贷,为什么我的审核不能通过,1
13号怎么不会自动扣款？,为什么没有扣钱,1
